Code,Description,Level,MasterFormat Keywords,MasterFormat Keywords 2,Project Elements Data,MasterFormat Keywords 3,MasterFormat Keywords 4
12 42 13,Ceramics,4,,Unnamed record,,,Unnamed record
12 42 16,Flatware,4,,Unnamed record,,,Unnamed record
12 42 16.13,Silverware,5,,Unnamed record,,,Unnamed record
12 42 19,Hollowware,4,,Unnamed record,,,Unnamed record
12 42 23,Glassware,4,,Unnamed record,,,Unnamed record
12 42 26,Table Linens,4,,Unnamed record,,,Unnamed record
12 42 26.13,Napery,5,,Unnamed record,,,Unnamed record
12 43 00,Portable Lamps,3,,Unnamed record,,,Unnamed record
12 43 13,Lamps,4,,Unnamed record,,,Unnamed record
12 43 13.13,Desk Lamps,5,,Unnamed record,,,Unnamed record
12 43 13.16,Table Lamps,5,,Unnamed record,,,Unnamed record
12 43 13.19,Floor Lamps,5,,Unnamed record,,,Unnamed record
12 44 00,Bath Furnishings,3,,Unnamed record,,,Unnamed record
12 44 13,Bath Linens,4,,Unnamed record,,,Unnamed record
12 44 13.13,Bath Mats,5,,Unnamed record,,,Unnamed record
12 44 13.16,Bath Towels,5,,Unnamed record,,,Unnamed record
12 44 16,Shower Curtains,4,,Unnamed record,,,Unnamed record
12 45 00,Bedroom Furnishings,3,,Unnamed record,,,Unnamed record
12 45 13,Bed Linens,4,,Unnamed record,,,Unnamed record
12 45 13.13,Blankets,5,,Unnamed record,,,Unnamed record
12 45 13.16,Comforters,5,,Unnamed record,,,Unnamed record
12 45 16,Pillows,4,,Unnamed record,,,Unnamed record
12 46 00,Furnishing Accessories,3,,Unnamed record,,,Unnamed record
12 46 13,Ash Receptacles,4,,Unnamed record,,,Unnamed record
12 46 16,Bowls,4,,Unnamed record,,,Unnamed record
12 46 19,Clocks,4,,Unnamed record,,,Unnamed record
12 46 23,Decorative Crafts,4,,Unnamed record,,,Unnamed record
12 46 26,Decorative Screens,4,,Unnamed record,,,Unnamed record
12 46 29,Vases,4,,Unnamed record,,,Unnamed record
12 46 33,Waste Receptacles,4,,Unnamed record,,,Unnamed record
12 48 00,Rugs and Mats,3,,Unnamed record,,,Unnamed record
12 48 13,Entrance Floor Mats and Frames,4,,Unnamed record,,,Unnamed record
12 48 13.13,Entrance Floor Mats,5,,Unnamed record,,,Unnamed record
12 48 13.16,Entrance Floor Mat Frames,5,,Unnamed record,,,Unnamed record
12 48 16,Entrance Floor Grilles,4,,Unnamed record,,,Unnamed record
12 48 19,Entrance Floor Gratings,4,,Unnamed record,,,Unnamed record
12 48 23,Entrance Floor Grids,4,,Unnamed record,,,Unnamed record
12 48 26,Entrance Tile,4,,Unnamed record,,,Unnamed record
12 48 43,Floor Mats,4,,Unnamed record,,,Unnamed record
12 48 43.13,Chair Mats,5,,Unnamed record,,,Unnamed record
12 48 53,Rugs,4,,Unnamed record,,,Unnamed record
12 48 53.13,Runners,5,,Unnamed record,,,Unnamed record
12 48 53.16,Oriental Rugs,5,,Unnamed record,,,Unnamed record
12 50 00,Furniture,3,,Unnamed record,,,Unnamed record
12 51 00,Office Furniture,3,,Unnamed record,,,Unnamed record
12 51 16,Case Goods,4,,Unnamed record,,,Unnamed record
12 51 16.13,Metal Case Goods,5,,Unnamed record,,,Unnamed record
12 51 16.16,Wood Case Goods,5,,Unnamed record,,,Unnamed record
12 51 16.19,Plastic-Laminate-Clad Case Goods,5,,Unnamed record,,,Unnamed record
12 51 19,Filing Cabinets,4,,Unnamed record,,,Unnamed record
12 51 19.13,Lateral Filing Cabinets,5,,Unnamed record,,,Unnamed record
12 51 19.16,Vertical Filing Cabinets,5,,Unnamed record,,,Unnamed record
12 51 23,Office Tables,4,,Unnamed record,,,Unnamed record
12 51 83,Custom Office Furniture,4,,Unnamed record,,,Unnamed record
12 52 00,Seating,3,,Unnamed record,,,Unnamed record
12 52 13,Chairs,4,,Unnamed record,,,Unnamed record
12 52 19,Upholstered Seating,4,,Unnamed record,,,Unnamed record
12 52 23,Office Seating,4,,Unnamed record,,,Unnamed record
12 52 70,Healthcare Seating,4,,Unnamed record,,,Unnamed record
12 52 83,Custom Seating,4,,Unnamed record,,,Unnamed record
12 53 00,Retail Furniture,3,,Unnamed record,,,Unnamed record
12 53 83,Custom Retail Furniture,4,,Unnamed record,,,Unnamed record
12 54 00,Hospitality Furniture,3,,Unnamed record,,,Unnamed record
12 54 13,Hotel and Motel Furniture,4,,Unnamed record,,,Unnamed record
12 54 16,Restaurant Furniture,4,,Unnamed record,,,Unnamed record
12 54 83,Custom Hospitality Furniture,4,,Unnamed record,,,Unnamed record
12 55 00,Detention Furniture,3,,Unnamed record,,,Unnamed record
12 55 13,Detention Bunks,4,,Unnamed record,,,Unnamed record
12 55 16,Detention Desks,4,,Unnamed record,,,Unnamed record
12 55 19,Detention Stools,4,,Unnamed record,,,Unnamed record
12 55 23,Detention Tables,4,,Unnamed record,,,Unnamed record
12 55 26,Detention Safety Clothes Hooks,4,,Unnamed record,,,Unnamed record
12 55 83,Custom Detention Furniture,4,,Unnamed record,,,Unnamed record
12 55 86,Detention Control Room Furniture,4,,Unnamed record,,,Unnamed record
12 56 00,Institutional Furniture,3,,Unnamed record,,,Unnamed record
12 56 23,Religious Furniture,4,,Unnamed record,,,Unnamed record
12 56 33,Classroom Furniture,4,,Unnamed record,,,Unnamed record
12 56 33.13,Fixed Classroom Tables,5,,Unnamed record,,,Unnamed record
12 56 39,Lecterns,4,,Unnamed record,,,Unnamed record
12 56 43,Dormitory Furniture,4,,Unnamed record,,,Unnamed record
12 56 51,Library Furniture,4,,Unnamed record,,,Unnamed record
12 56 51.13,Book Shelves,5,,Unnamed record,,,Unnamed record
12 56 51.16,Study Carrels,5,,Unnamed record,,,Unnamed record
12 56 51.19,Index Card File Cabinets,5,,Unnamed record,,,Unnamed record
12 56 52,Audio-Visual Furniture,4,,Unnamed record,,,Unnamed record
12 56 53,Laboratory Furniture,4,,Unnamed record,,,Unnamed record
12 56 70,Healthcare Furniture,4,,Unnamed record,,,Unnamed record
12 56 83,Custom Institutional Furniture,4,,Unnamed record,,,Unnamed record
12 56 86,Institutional Control Room Furniture,4,,Unnamed record,,,Unnamed record
12 57 00,Industrial Furniture,3,,Unnamed record,,,Unnamed record
12 57 13,Welding Benches,4,,Unnamed record,,,Unnamed record
12 57 16,Welding Screens,4,,Unnamed record,,,Unnamed record
12 57 19,Laser Containment Screens,4,,Unnamed record,,,Unnamed record
12 57 83,Custom Industrial Furniture,4,,Unnamed record,,,Unnamed record
12 57 86,Industrial Control Room Furniture,4,,Unnamed record,,,Unnamed record
12 58 00,Residential Furniture,3,,Unnamed record,,,Unnamed record
12 58 13,Couches and Loveseats,4,,Unnamed record,,,Unnamed record
12 58 13.13,Futons,5,,Unnamed record,,,Unnamed record
12 58 16,Residential Chairs,4,,Unnamed record,,,Unnamed record
12 58 16.13,Reclining Chairs,5,,Unnamed record,,,Unnamed record
12 58 19,Dining Tables and Chairs,4,,Unnamed record,,,Unnamed record
12 58 23,Coffee Tables,4,,Unnamed record,,,Unnamed record
12 58 26,Entertainment Centers,4,,Unnamed record,,,Unnamed record
12 58 29,Beds,4,,Unnamed record,,,Unnamed record
12 58 29.13,Daybeds,5,,Unnamed record,,,Unnamed record
12 58 33,Dressers,4,,Unnamed record,,,Unnamed record
12 58 33.13,Armoires,5,,Unnamed record,,,Unnamed record
12 58 36,Nightstands,4,,Unnamed record,,,Unnamed record
12 58 83,Custom Residential Furniture,4,,Unnamed record,,,Unnamed record
12 59 00,Systems Furniture,3,,Unnamed record,,,Unnamed record
12 59 13,Panel-Hung Component System Furniture,4,,Unnamed record,,,Unnamed record
12 59 16,Free-Standing Component System Furniture,4,,Unnamed record,,,Unnamed record
12 59 19,Beam System Furniture,4,,Unnamed record,,,Unnamed record
12 59 23,Desk System Furniture,4,,Unnamed record,,,Unnamed record
12 59 83,Custom Systems Furniture,4,,Unnamed record,,,Unnamed record
12 60 00,Multiple Seating,3,,Unnamed record,,,Unnamed record
12 61 00,Fixed Audience Seating,3,,Unnamed record,,,Unnamed record
12 61 13,Upholstered Audience Seating,4,,Unnamed record,,,Unnamed record
12 61 16,Molded-Plastic Audience Seating,4,,Unnamed record,,,Unnamed record
12 62 00,Portable Audience Seating,3,,Unnamed record,,,Unnamed record
12 62 13,Folding Chairs,4,,Unnamed record,,,Unnamed record
12 62 16,Interlocking Chairs,4,,Unnamed record,,,Unnamed record
12 62 19,Stacking Chairs,4,,Unnamed record,,,Unnamed record
12 63 00,Stadium and Arena Seating,3,,Unnamed record,,,Unnamed record
12 63 13,Stadium and Arena Bench Seating,4,,Unnamed record,,,Unnamed record
12 63 23,Stadium and Arena Seats,4,,Unnamed record,,,Unnamed record
12 64 00,Booths and Tables,3,,Unnamed record,,,Unnamed record
12 65 00,Multiple-Use Fixed Seating,3,,Unnamed record,,,Unnamed record
12 66 00,Telescoping Stands,3,,Unnamed record,,,Unnamed record
12 66 13,Telescoping Bleachers,4,,Unnamed record,,,Unnamed record
12 66 23,Telescoping Chair Platforms,4,,Unnamed record,,,Unnamed record
12 67 00,Pews and Benches,3,,Unnamed record,,,Unnamed record
12 67 13,Pews,4,,Unnamed record,,,Unnamed record
12 67 23,Benches,4,,Unnamed record,,,Unnamed record
12 68 00,Seat and Table Assemblies,3,,Unnamed record,,,Unnamed record
12 68 13,Pedestal Tablet Arm Chairs,4,,Unnamed record,,,Unnamed record
12 90 00,Other Furnishings,3,,Unnamed record,,,Unnamed record
12 92 00,Interior Planters and Artificial Plants,3,,Unnamed record,,,Unnamed record
12 92 13,Interior Artificial Plants,4,,Unnamed record,,,Unnamed record
12 92 33,Interior Planters,4,,Unnamed record,,,Unnamed record
12 92 43,Interior Landscaping Accessories,4,,Unnamed record,,,Unnamed record
12 93 00,Site Furnishings,3,,Unnamed record,,,Unnamed record
12 93 13,Bicycle Racks,4,,Unnamed record,,,Unnamed record
12 93 14,Bicycle Lockers,4,,Unnamed record,,,Unnamed record
